файл,строка,достижимо,вызов,уровень,откуда текст,текст/выражение (начало),уровень по F-3 соответствует,по F-3 должно быть / замечание,"W-1/А-7 (жаргон, строка движка)"
app/thermogar_properties.py,1724,нет (не вызывается из приложения),st.info,info,литерал,"""Reuss и Voigt — нижняя и верхняя границы идеализированной изотропной "" ""гомогенизации. Реальная текстура, морфология, пористость и интерфейсы "" ""могут вывести реальную систему за границы этой простой модели.""",да,,
app/thermogar_properties.py,1865,нет (не вызывается из приложения),st.info,info,литерал,"""Загружены демонстрационные числа из методического примера. "" ""Они показывают работу формул и не являются прогнозом марки стали.""",да,,
app/thermogar_properties.py,2040,нет (не вызывается из приложения),st.info,info,литерал,"""Расчёт заблокирован до заполнения источника и подтверждения границы.""",спорно,расчёт заблокирован — намерение не выполнено; по F-3 ближе к ошибке,
app/thermogar_properties.py,2128,нет (не вызывается из приложения),render_error,error,render_user_error: заголовок/подсказка из _friendly_error_text; str(exception) в части ветвей,error,да,ошибка: расчёт не выполнен,"текст из _friendly_error_text; в ветвях ValueError/«не завершил» и 7 предметных ветвях подсказка = str(exception) (W-1, А-7); в «Технических сведениях» — имя класса исключения"
app/thermogar_properties.py,2136,нет (не вызывается из приложения),st.info,info,литерал,"""Отдельные вклады рассчитаны. Итог не сформирован, потому что "" ""выбрано «Не суммировать».""",да,,
app/thermogar_properties.py,2145,нет (не вызывается из приложения),st.warning,warning,литерал,"""Это не автоматически валидированный предел текучести и не UTS. "" ""Результат действителен только при заданных коэффициентах, "" ""микроструктуре и выбранном правиле объединения.""",да,,
app/thermogar_properties.py,2152,нет (не вызывается из приложения),st.warning,warning,переменная: warning,warning,да,,
app/thermogar_stage14.py,407,да,st.error,error,литерал (склейка),"f""{title}\n\n{action}"" if action else title",да,ошибка,"подсказка action = str(exception) в ветвях: ValueError, «не завершил» (Причина: …), C15, упругие, Hall–Petch, Taylor, Orowan, параметры (W-1, А-7)"
app/thermogar_stage14.py,848,да,st.success,success,литерал (f-строка с данными),"f""{title}: все проверки пройдены.""",да,,
app/thermogar_stage14.py,850,да,st.error,error,литерал (f-строка с данными),"f""{title}: не пройдено проверок — {failed}. "" ""Не используйте результат до устранения причины.""",да,,
app/thermogar_stage14.py,859,да,st.info,info,"str(report.get('limitations', ''))","str(report.get(""limitations"", """"))",да,,
app/thermogar_stage14.py,1203,да,st.success,success,литерал,"""Модуль Scheil–Gulliver доступен.""",да,,
app/thermogar_stage14.py,1205,да,st.warning,warning,f-строка с текстом исключения: scheil_import_error,"""Модуль Scheil–Gulliver недоступен. Остальные функции работают. "" f""Причина: {scheil_import_error or 'пакет scheil не установлен'}""",да,,"на экран выходит str(exception) (W-1, А-7) (текст ImportError)"
app/thermogar_stage14.py,1211,да,st.success,success,литерал,"""Модуль диффузии Kawin доступен.""",да,,
app/thermogar_stage14.py,1213,да,st.warning,warning,f-строка с текстом исключения: kawin_import_error,"""Модуль диффузии Kawin недоступен. Равновесные функции работают. "" f""Причина: {kawin_import_error or 'пакет kawin не установлен'}""",да,,"на экран выходит str(exception) (W-1, А-7) (KAWIN_IMPORT_ERROR = str(import_error))"
app/thermogar_stage14.py,1219,да,st.success,success,литерал,"""Модуль кинетики выделений Kawin доступен.""",да,,
app/thermogar_stage14.py,1221,да,st.warning,warning,f-строка с текстом исключения: precipitation_import_error,"""Модуль кинетики выделений недоступен. Остальные функции работают. "" f""Причина: {precipitation_import_error or 'Kawin precipitation не импортирован'}""",да,,"на экран выходит str(exception) (W-1, А-7) (PRECIPITATION_IMPORT_ERROR = str(import_error)); «Kawin precipitation не импортирован»"
app/thermogar_stage14.py,1268,да,st.success,success,литерал,"""Все три контрольных расчёта пройдены.""",да,,
app/thermogar_stage14.py,1270,да,st.error,error,литерал,"""Хотя бы один контрольный расчёт не пройден. Не переходите "" ""к рабочим расчётам, пока причина не устранена.""",да,,
app/thermogar_stage14.py,1351,да,st.info,info,литерал (f-строка с данными),"f""{calculation_kind}: ThermoGar показывает результат выбранной "" ""термодинамической модели. Численная проверка не оценивает ошибку "" ""базы и не заменяет аттестацию материала или расчёт в другой "" ""независимой системе.""",да,,
app/thermogar_workspace.py,204,да,st.error,error,литерал (склейка),"f""{prefix} {text}"".strip() if prefix else text",да,,
app/thermogar_workspace.py,1144,да,flash→st.success,success,литерал (f-строка с данными),"f""Состав «{saved['name']}» сохранён.""",да,,
app/thermogar_workspace.py,1146,да,flash→st.warning,warning,литерал (f-строка с данными),"""Состав сохранён, но запись в историю не добавлена: "" f""{history_warning}""",да,,"history_warning = f'{type(error).__name__}: {error}' — имя класса и текст исключения (W-1, А-7)"
app/thermogar_workspace.py,1154,да,st.error,error,str(exception): error,str(error),да,,"на экран выходит str(exception) (W-1, А-7)"
app/thermogar_workspace.py,1161,да,st.info,info,литерал,"""Сохранённых составов пока нет.""",да,,
app/thermogar_workspace.py,1184,да,st.warning,warning,литерал,"""В этой записи нет допустимого контекста базы; она остаётся "" ""данными библиотеки и не может запускать расчёт.""",да,,
app/thermogar_workspace.py,1214,да,st.error,error,f-строка с текстом исключения: error,"f""Состав не загружен: {error}""",да,,"на экран выходит str(exception) (W-1, А-7)"
app/thermogar_workspace.py,1228,да,flash→st.success,success,литерал,"""Запись удалена; предыдущая версия файла библиотеки "" ""сохранена как alloys.json.bak.""",да,,имя файла «alloys.json.bak» на экране (W-1)
app/thermogar_workspace.py,1315,да,flash→st.success,success,литерал (f-строка с данными),"f""Импортировано записей: {imported_count}.""",да,,
app/thermogar_workspace.py,1318,да,st.error,error,f-строка с текстом исключения: error,"f""Библиотеку импортировать не удалось: {error}""",да,,"на экран выходит str(exception) (W-1, А-7)"
app/thermogar_workspace.py,1682,да,flash→st.success,success,литерал (f-строка с данными),"f""Проект сохранён: {path.name}""",да,,
app/thermogar_workspace.py,1684,да,flash→st.warning,warning,литерал (f-строка с данными),"""Проект сохранён, но запись в историю не добавлена: "" f""{history_warning}""",да,,то же
app/thermogar_workspace.py,1692,да,st.error,error,str(exception): error,str(error),да,,"на экран выходит str(exception) (W-1, А-7)"
app/thermogar_workspace.py,1696,да,st.error,error,склейка с текстом исключения: project_errors,"""Некоторые локальные проекты отклонены без применения: "" + "" | "".join(project_errors)",да,,"на экран выходит str(exception) (W-1, А-7)"
app/thermogar_workspace.py,1701,да,st.info,info,литерал,"""Сохранённых проектов пока нет.""",да,,
app/thermogar_workspace.py,1768,да,st.error,error,f-строка с текстом исключения: error,"f""Проект не открыт: {error}""",да,,"на экран выходит str(exception) (W-1, А-7)"
app/thermogar_workspace.py,1830,да,flash→st.success,success,литерал,"""Проект убран из списка; исходный файл сохранён "" ""с окончанием .deleted.""",да,,«с окончанием .deleted» (W-1)
app/thermogar_workspace.py,1838,да,st.error,error,f-строка с текстом исключения: error,"f""Проект не удалён: {error}""",да,,"на экран выходит str(exception) (W-1, А-7)"
app/thermogar_workspace.py,1893,да,flash→st.success,success,литерал (f-строка с данными),"f""Проект импортирован: {imported_path.name}""",да,,
app/thermogar_workspace.py,1896,да,st.error,error,f-строка с текстом исключения: error,"f""Проект импортировать не удалось: {error}""",да,,"на экран выходит str(exception) (W-1, А-7)"
app/thermogar_workspace.py,1901,да,st.success,success,литерал,"""Цепочка контрольных сумм истории совпала.""",да,,«цепочка контрольных сумм» (W-1)
app/thermogar_workspace.py,1903,да,st.error,error,литерал,"""Цепочка истории повреждена или редактировалась вручную. "" ""Сами расчёты это не меняет, но родословную следует считать "" ""неподтверждённой.""",да,,"«цепочка контрольных сумм», «родословная» — внутренние термины"
app/thermogar_workspace.py,1911,да,st.info,info,литерал (склейка),"""История пока пуста."" if chain_ok else ""Повреждённые записи не показаны и не доступны для восстановления.""",да,,
app/thermogar_workspace.py,1939,да,st.info,info,литерал,"""В истории нет записей, из которых можно восстановить "" ""материал.""",да,,
app/thermogar_workspace.py,1971,да,st.error,error,f-строка с текстом исключения: error,"f""Запись истории не восстановлена: {error}""",да,,"на экран выходит str(exception) (W-1, А-7)"
app/thermogar_workspace.py,2031,да,flash→st.success,success,литерал (склейка),"""История очищена; резервная копия сохранена."" if archived else ""История уже пуста.""",да,,
app/thermogar_workspace.py,2040,да,st.error,error,f-строка с текстом исключения: error,"f""История не очищена: {error}""",да,,"на экран выходит str(exception) (W-1, А-7)"
app/thermogar_workspace.py,2587,да,st.error,error,f-строка с текстом исключения: error,"f""Файл прочитать или рассчитать не удалось: {error}""",да,,"на экран выходит str(exception) (W-1, А-7)"
app/thermogar_workspace.py,2596,да,st.warning,warning,литерал (f-строка с данными),"f""Готово: {completed}. Ошибок: {failed}.""",да,,
app/thermogar_workspace.py,2598,да,st.success,success,литерал (f-строка с данными),"f""Все составы рассчитаны: {completed}.""",да,,
